,source,sentence1,sentence2,labels.label
3258,korsts_train,러시아 주식은 지난 토요일 유코스 석유의 최고 경영자인 미하일 호도코프스키 가 사기와 탈세 혐의로 체포된 후 하락했다.,러시아의 가장 부유한 남자인 미하일 호도코프스키 석유 메이저 유코스의 최고 경영자가 사기와 탈세 혐의로 주말에 체포되면서 금융 시장이 불안해졌습니다.,2.7
3260,korsts_train,"휴즈가 헤르난데스를 다시 고용하기를 거부한 후, 그는 동등한 고용 기회 위원회에 불평했다.",에르난데스는 동등한 고용 기회 위원회의 불만을 제기하고 고소했다.,2.4
3261,korsts_train,"이슬 맺음의 제안은 논란이 되고 있는 ""로빈 후드"" 학교 재정 계획을 갑작스럽게 끝낼 것을 요구한다.","위원회는 ""로빈 후드"" 학교 재정 시스템을 대체할 것을 제안할 것이다.",2.0
3263,korsts_train,"10월 1일 이후 명단에 있는 전화번호를 부르는 텔레마케터들은 통화당 최대 11,000달러의 벌금에 직면할 수 있다.","법에 따르면, 목록에 있는 번호를 호출하는 텔레마케터는 위반 당 11,000달러까지 벌금을 물 수 있다.",3.1
3269,korsts_train,엔론 회사 임원들은 널리 퍼진 사기에 종사했다고 사무엘 부엘 검사는 관련 언론에 말했다.,엔론 회사 임원들은 회사의 수익 결과를 조작하기 위해 널리 퍼진 사기에 종사했다고 뷰엘은 말했다.,2.7
3271,korsts_train,"캐나다 통계청이 어제 발표한 2001년 원주민 조사 결과, 생활수준이 향상되었지만 여전히 비축량에 비해 뒤처져 있다는 것을 알 수 있다.",캐나다 통계청이 수요일 발표한 2001 원주민 조사에 따르면 생활수준은 향상되었지만 여전히 이누이트와 빈곤한 매장량을 남기는 사람들에게는 뒤처져 있다고 한다.,3.0
3272,korsts_train,최근 주식 시장의 전환과 실업 청구의 완화는 소비자의 기대치를 현재 수준으로 유지해야하며 앞으로 더 유리한 경제 시간을 알릴 수 있습니다.,"최근 주식시장의 전환과 실업수당의 완화는 ""앞으로 더 유리한 경제시간을 알 수 있다""고 그녀는 말했다.",3.0
3274,korsts_train,Ona는 Jemaah Islamiyah 테러 네트워크가 발리에서 작전을 계획하고 있음을 나타내는 정보 자료를 받지 못했다고 명시 적으로 밝혔다.,그러나 어떤 단계에서도 Jemaah islamiyah가 발리에서 작전을 수행할 계획임을 나타내는 정보 자료를 받지 못했습니다.,3.1
3275,korsts_train,그 보고서들은 내무부 장관인 나예프 왕자에 의해 거부되었다.,그러나 사우디 내무부 장관인 나예프 왕자는 그 보도를 부인했다.,2.0
3276,korsts_train,브라이언트는 이전에 하이킹이 관리들이 예상했던 것보다 수요에 더 큰 영향을 미쳤다고 말했다.,최고재무책임자 앤디 브라이언트는 하이킹이 관리들이 예상했던 것보다 더 큰 영향을 미쳤다고 말했다.,3.0
3278,korsts_train,강력한 기념 병원의 대변인은 두드가 화요일 밤 만족스러운 상태에 있다고 말했다.,강력한 기념 병원의 대변인은 화요일 저녁에 두드가 응급실에서 평가를 받고 있다고 말했다.,2.9
3279,korsts_train,"29세의 레이 브렌트 마시는 여러 건의 장례 사기 혐의를 받고 있으며, 거짓 진술, 사체 남용, 절도 혐의를 받고 있다.",29세의 레이 브렌트 습지는 또한 신체 학대와 절도 혐의를 받고 있다.,2.3
3281,korsts_train,"6월 30일 끝나는 12개월 기간 동안, 가정과 사업체에 설치된 고속 회선은 45% 증가했다.",2003년 6월 30일로 끝나는 1년 내내 고속 회선은 45% 증가했다.,3.0
3282,korsts_train,"리키 클레몬스의 짧고, 골치 아픈 미주리 농구 경력은 끝났다.",Missouri는 Ricky Clemons 를 팀에서 쫓아내어 그의 골치 아픈 경력을 끝냈다.,3.1
3283,korsts_train,미군 관계자들은 헬리콥터에서 로터 워시가 배너를 폭파했을 수도 있다고 말한다.,미국 관리들은 공중에 떠 있는 헬리콥터에 의해 생성된 하향식 로터 워시가 탑에서 깃발을 벗겼다고 말했다.,2.4
3285,korsts_train,국회의사당 경찰은 당국이 상원 지하에서 위험물질이 발견돼 어제 대피했다고 밝혔다.,미국 국회의사당 경찰은 어제 센서가 상원에서 생체위험을 감지한 후 국회의사를 대피시켰으나 당국은 나중에 그것이 거짓 경보라고 말했다.,2.4
3288,korsts_train,프로젝트 매드 해터라고 불리는 리눅스 기반 데스크톱은 창문에 대한보다 안전하고 저렴한 대안으로 태양에 의해 홍보되고 있습니다.,마이크로소프트사와 경쟁하기 위해 설계된 프로젝트 매드 해터는 마이크로소프트의 다양한 데스크톱 오퍼링에 대한 저렴한 대체 데스크톱 운영 체제로 태양에 의해 위치하고 있습니다.,2.2
3289,korsts_train,전 주 재무관 폴 실베스터의 뇌물 수수 계획의 핵심 인물은 수요일에 실베스터가 보스턴 투자회사와 부패한 거래를 했다고 주장한 것에 대한 그의 이야기를 바꾼 혐의로 기소되었다.,전 주 재무관 폴 실베스터의 부패 계획의 핵심 인물은 화요일 실베스터가 국영기업과 거래한 킥백과 뇌물에 대해 증언했다.,2.3
3292,korsts_train,"Yahoo는 NTT / Verio에서 152,054개, 정보 공간에서 129,378개로 BSD 사이트 중 159,354개를 차지합니다.","또 다른 152,054개는 IP 서비스 회사 NTT/Verio 에서, 그리고 129,378개는 정보공간에서 나왔다고 조사가 밝혔다.",2.1
3295,korsts_train,"로버트 오르테가 알부커키 소방서장은 ""오늘은 약 100명의 소방관이 복스크에 있다""고 말했다.",우리는 그런 일이 일어나기 몇 초 전에 있었다.알부커키 소방서장 로버트 오르테가가 말했다.,1.8
3298,korsts_train,"맥도날드의 주식은 23.89달러로 하루 최고치를 기록하며 1.83달러, 즉 8.3% 상승했다.",맥도날드의 주가는 금요일 뉴욕 증권거래소에서 23.89달러로 마감하기 위해 1.83달러 상승했다.,2.9
3300,korsts_train,Ernst & Young은 합의에 대해 어떠한 잘못도 인정하지 않았다.,에른스트 & 젊은 대변인인 케네디 케리건은 회사가 어떠한 잘못도 인정하지 않는다고 말했다.,2.3
3301,korsts_train,27세의 코소반 주차요원인 목격자는 부정직에 대한 범죄 유죄 판결을 받은 것으로 전세계 뉴스에 의해 1만 달러를 받았다.,법원은 27세의 코소반 주차요원이 세계 뉴스에 의해 지불되었다고 말했다.,2.1
3302,korsts_train,에너지와 의료보험에 관한 그레이슬리와 토마스의 차이점은 너무 지적되어 다른 회원들은 그들의 분노한 개인적인 관계가 당을 당혹스럽게 한다고 말한다.,에너지와 의료보험에 대한 그들의 차이점은 매우 지적된 다른 회원들은 그것이 당에 당혹스럽다고 말한다.,2.8
3303,korsts_train,그는 경비원에게 상처를 입히고 도망쳐 산책로를 따라 도망 갈 때 두 명의 행인을 찔렀다.,그는 지중해를 따라 산책로를 따라 달아나면서 두 명의 행인을 찔렀다.,2.6
3304,korsts_train,그와 그의 동료들은 의사들이 시간이 촉박하다고 느끼는 것에 대해 의사들의 의사소통의 격차를 돌렸다.,그는 의사들이 시간이 촉박하다고 느끼는 의사들에게 의사소통의 격차를 돌렸다; 환자들은 재정적인 문제에 대해 논의하는 불편함을 언급했다.,2.3
3305,korsts_train,주 경찰은 차고가 붕괴된 직후에 30명 정도의 근로자들이 갇혔다고 말했다.,30명 정도가 처음에는 안에 갇혀 있다고 여겨졌다고 주 경찰은 말했다.,2.6
3306,korsts_train,OS Angeles - 'The Hulk'는 6260만 달러의 6월 오프닝 기록을 기록하면서 데뷔 주말에 박스 오피스에서 괴물이었다.,헐크는 박스 오피스에서 6260만 달러를 벌어 들였고 괴물 오프닝과 새로운 6월 기록을 남겼습니다.,2.6
3307,korsts_train,타임지의 올해의 인물로 선정된 것에 대한 축하,타임지는 2003년 미국 군인을 올해의 인물로 선정했다.,2.4
3308,korsts_train,"기소장은 그가 공격을 계획하기 위해 중요한 회의에 참석했고, 동료 폭격기를 모집했으며, 작전을 조정했다고 말했다.","사무드라는 방콕에 참석하지 않았지만, 공격 전에 일련의 회의에 참석하여 동료 폭격기를 모집하고 작전을 조정했다.",2.1
3309,korsts_train,그것은 또한 마이크로소프트가 위원회가 제안한 치료법에 대해 논평할 기회를 줄 것이다.,무엇보다도 마이크로소프트는 그 반응에서 제안된 치료법에 대해 논평하는 것이다.,3.0
3310,korsts_train,텍사스는 급등하는 주택 소유자들의 보험료로 마침내 구제를 받을지도 모른다.,텍사스 사람들은 주택 소유자들의 보험료가 급등하고 있는 것을 볼 수 있다.,3.0
3311,korsts_train,6명의 민주당원들이 자크의 뒤를 이을 경쟁을 벌이고 있으며 2월 3일 예비선거에 출마할 자격을 얻었다.,6명의 민주당원과 2명의 공화당원들이 그녀의 자리에 출마하고 있으며 2월 3일 예비선거에 출마할 자격을 얻었다.,3.0
3312,korsts_train,"할리버튼은 화요일에 KBR이 ""최고의 가치, 최고 가격 및 최고 조건""으로 이라크에 연료를 전달했다는 주장을 되풀이했다.","우리는 kBR이 최고 가치, 최고 가격 및 최고의 조건으로 이라크에 연료를 전달했다고 생각합니다.할리버튼 대변인 웬디 홀이 말했다.",2.8
3313,korsts_train,클리블랜드의 엘레시아 배틀은 지난 주 티켓을 구입한 후 퀵샵 푸드 마트를 떠날 때 지갑을 떨어뜨렸다고 경찰에 말했다.,"엘레시아 배틀은 지난 주에 엄청난 수백만 장의 복권을 사들인 후 지갑을 떨어뜨렸고, 그 티켓이 날아갔다고 믿고 있다.",2.1
3314,korsts_train,"고객은 미쓰비시, 시멘스, 디벨, 델, HP, 야자수, 필립스, 샤프, 소니를 포함한다.","Mediaq의 고객으로는 주요 휴대용 제조업체인 mitsubishi, Siemens, Palm, 날카로운, Philips, Dell 및 Sony가 있습니다.",2.7
3315,korsts_train,클리블랜드 캐벌리어스는 목요일 밤 NBA의 연례 복권에서 우승함으로써 제임스의 초안을 작성할 권리를 얻었다.,"클리블랜드 캐벌리어스가 ""레브론 제임스 로또""를 수상했던 목요일 밤, NBA 드래프트 로또로 알려진 경우도 마찬가지였다.",2.2
3316,korsts_train,"연구자들은 근로자들 사이에서, 짧은 근로자들이 그들의 나이보다 더 나쁜 청력을 가지고 있다는 것을 발견했다.","짧은 근로자들은 나이를 들수록 예상보다 더 나쁜 청력을 가지고 있었습니다. 키가 큰 근로자보다 3 배 더 자주,",2.4
3317,korsts_train,콜핀씨는 조사의 중심에 있는 것이 이 시스템인지를 명시하지 않았다.,Olaf도 벨기에 검찰도 수사의 중심에 있었던 것이 이 제도인지에 대해 명시하지 않았다.,1.9
3318,korsts_train,"지금까지, 오락 중심의 PC의 판매는 미국, 캐나다, 한국에만 국한되어 왔다.","이 컴퓨터들은 현재 캐나다, 미국, 그리고 한국에서 판매되고 있다.",2.8
3321,korsts_train,"탈라바니는 그에게 ""정권위원회는 새로운 결정을 실행하는데 도움이 필요하고 조언이 필요할 것""이라고 말했다. ""","탈라바니는 이라크 지도자들이 6월까지 이라크 임시정부를 조직하는 데 있어서 ""새로운 결정을 실행하는데 유엔의 도움과 조언이 필요할 것""이라고 말했다.",2.7
3322,korsts_train,스탠포드(46-15 )는 오늘 네브 주 오마하 로젠블랫 경기장에서 열린 1라운드 경기에서 사우스 캐롤리나(44-20 )를 연기한다.,스탠포드(46-15)는 2차 예선전 개막전에서 금요일 사우스캐롤라이나(44-20)를 뛴다.,2.0
3324,korsts_train,"광범위한 표준 및 가난한 의 500 지수 <.spx>는 11 포인트, 즉 1.25%를 931로 향상 시켰습니다.",표준 및 빈곤 지수 500 지수는 뉴욕에서 오후 12시 01분 현재 931.12로 1.2%인 10.89를 기록했습니다.,2.0
3330,korsts_train,노출 기능으로 모든 열린 창이 화면에 맞게 축소되지만 식별할 수 있을 만큼 충분히 선명합니다.,노출(예-포-세이) 기능과 함께 데스크톱의 모든 열린 창은 화면에 맞게 즉시 줄어들지만 식별할 수 있을 만큼 충분히 명확하다.,3.2
3331,korsts_train,"대신에, 검찰은 혐의를 기각했고 러커는 법정을 자유인으로 떠났다.",대신 그는 당국이 형사 고발을 기각한 후 법정을 자유인으로 떠났다.,3.1
3332,korsts_train,이 사건은 정신적으로 도전적이고 정서적으로 피곤했다.라고 41세의 목사인 짐 울프 케일은 말했다.,"배심원 단장이자 장관인 짐 울프 케일은 ""이 사건은 정신적으로 도전적이고 감정적으로 지치게 했다.""",2.7
3333,korsts_train,그는 미국 대통령의 첫 국빈 방문으로 이번 주 말에 도착한다.,부시 대통령은 화요일 미국 대통령의 첫 국빈 방문에 도착한다.,2.8
3334,korsts_train,두 회사의 이사회가 승인한 이 거래는 Nvidia의 3분기 회계 3분기에 완료될 것으로 예상된다.,인수는 두 회사의 이사회의 승인을 받았으며 올해 3분기에 마감될 것으로 예상된다.,2.9
3336,korsts_train,100명 이상의 경찰관들이 코카인 수입과 돈세탁 갱단을 조사하는 2년 간의 작전의 절정이었던 흉상에 연루되었다.,100명 이상의 장교들이 코카인과 돈세탁 반지를 조사하는 2년 간의 작전의 마지막 단계에서 런던 공습을 시작했다.,2.2
3339,korsts_train,"만약 우리가 전 세계에서 그것을 할 수 있다면, 우리는 테러를 끝낼 수 있을 것이다,라고 그는 말했다.","이 병원은 모든 사람을 사람으로 취급하는 병원입니다. 우리가 전 세계에서 그렇게할 수 있다면 테러를 끝낼 수 있습니다. """,2.3
3341,korsts_train,"보도에 따르면, 기사는 로스엔젤레스 나이트클럽 밖에서 주차요원을 때렸다고 한다.",그는 지난주 LA 나이트클럽 밖에서 주차요원을 때린 혐의로 체포되었다.,2.7
3342,korsts_train,그 중 한 차례를 기다리는 사람들 중에는 워싱턴 D.C.의 6학년 조디 가수가 있었다.,워싱턴 D.C.의 6학년인 조디 가수는 마이크에서 그녀의 차례를 걱정스럽게 기다렸다.,2.6
3343,korsts_train,그러나 암 협회는 그 연구가 잘못 사용되었다고 말했다.,미국 암 협회와 몇몇 과학자들은 이 연구가 여러 가지 면에서 결함이 있다고 말했다.,2.3
3344,korsts_train,둘 다 암스트롱 카운티 교도소에서 수감되고 있다.,타타르는 오늘 암스트롱 카운티 교도소에서 보석 없이 구금되고 있었다.,2.4
3346,korsts_train,그 혼란은 텔레마케팅 통화의 약 80%를 차단하기 위한 그 목록에 격동의 주를 가렸다.,이 무료 서비스는 원래 텔레마케터 통화의 약 80%를 차단하기 위한 것이었다.,2.1
3347,korsts_train,"우리의 강한 선호는 법정에서 재정 구조 조정을 달성하는 것이며, 우리는 그렇게할 수 있기를 희망한다고 Marce Fuller 최고 경영자는 말했다.",우리의 강한 선호는 법정 밖에서 재정 구조 조정을 달성하는 것입니다.Mirant ceo Marce Fuller는 금요일 아침 준비된 성명서에서 말했다.,2.6
3348,korsts_train,이 불만사항에 이름을 올린 사람은 전 최고 경영자인 폴 A. 알레르와 G. 리차드 토먼과 전 CFO 배리 로메릴이었다.,벌금을 부과한 임원들에는 전 최고 경영자인 폴 A. 알레르와 G. 리차드 토먼뿐만 아니라 전 최고 재무 책임자인 배리 로메릴도 포함되었다.,2.2
3350,korsts_train,목요일에 그것은 유럽에서 51%의 시장 점유율을 가지고 있다고 추정했다.,보스턴 사이언티치는 유럽에서 코팅된 스텐트 시장의 51%를 차지했다고 말했다.,1.8
3353,korsts_train,모스씨는 폭행죄로 기소되었고 다비쉬씨는 허위보고서를 제출한 혐의로 기소되었다.,그의 파트너 비잔 다르비쉬는 허위 경찰 보고서를 제출한 혐의로 기소되었다.,2.6
3356,korsts_train,그 지역은 또한 어제 부모들에게 상황을 알리는 편지를 보냈다.,부모들은 어제 오염 가능성을 알리는 편지를 받았다.,2.8
3357,korsts_train,리차드 그라소는 1억 4천만 달러에 대한 대중의 분노 속에서 이사회의 지지를 잃은 후 지난주에 회장직을 그만 뒀다.,그라소는 지난주 1억 4천만 달러의 보상금으로 비난의 폭풍이 몰아친 후 그만뒀다.,2.4
3359,korsts_train,"얼음 아래로 미끄러져 내려가면, 모리어티와 카렐라는 강가의 해면암 바닥을 강타하고 즉시 당김을 느꼈습니다.",제방을 미끄러져 내려와 두 명의 구조 대원이 강물의 해면질하고 바위가 많은 바닥에 부딪 혔고 즉시 당김을 느꼈습니다.,2.3
3360,korsts_train,캐드버리 슈웨페스 PLC는 지난 3년간 부풀려진 비용에 대해 49억 달러(119억 달러)의 인수가 급증한 후 5500개의 일자리를 줄이고 공장을 폐쇄할 계획이다.,"캐드버리 슈웨페스는 인수합병으로 인한 비용을 줄이기 위해 4년 동안 5,500개의 일자리와 20%의 공장을 감축할 계획을 발표했다.",2.0
3362,korsts_train,"그것은 고립된 사건처럼 보였습니다.""정치학 학위를 받은 워싱턴 D.C.의 아리엘 학장이 말했다.","그것은 고립된 사건처럼 보였다,'라고 워싱턴의 대학원장인 Ariel Dean은 말했다.",2.8
3363,korsts_train,배심원단은 TVT에 약 2천 3백만 달러의 보상금과 약 1억 8백만 달러의 징벌적 손해배상을 수여했다.,TVT 기록은 징벌적 손해배상금 3억 6천만 달러와 보상적 손해배상금 3천만 달러를 요구했다고 관계자들은 말했다.,2.3
3367,korsts_train,"매출 부진과 싸우는 것 외에도, 시벨은 또한 회사 매니저들이 주머니에 넣고 있는 거대한 스톡옵션에 대해 일부 투자자들이 화가 난 것에 대해 격분하고 있다.","매출 부진 외에도, 시벨은 경영 스톡옵션 횡재에 대해 일부 주주들과 격분하고 있다.",2.6
3368,korsts_train,스탠포드(51-17 )와 라이스(57-12 )가 오늘밤 전국대회에 출전한다.,쌀(57-12 )과 스탠포드(51-17 )가 오후 6시 5분에 승자전 대결에서 만난다. 월요일.,2.1
3369,korsts_train,"32 건의 기소는 마약 밀매 세계에서 가장 높은 목표 중 하나에 타격을 입힌다. ""미국 변호사 마르코스 지메네즈는 말했다.","이번에 개봉되지 않은 32개 카운티 기소는 돈세탁과 음모를 주장하며 약물 밀매 세계에서 가장 높은 목표 중 하나를 공격한다""고 지메네즈는 말했다.",2.4
3370,korsts_train,한 병사가 월요일에 살해되었고 또 다른 병사는 그들의 호송대가 이라크 북부에서 매복되었을 때 부상당했다.,"일요일, 미군 병사 한 명이 살해되었고, 그들이 지키고 있던 군수품 덤프가 이라크 남부에서 폭발하면서 또 다른 부상자가 발생했다.",2.9
3373,korsts_train,"그들이 ""폴리 필 ""이라고 부르는 이 알약은 아스피린, 콜레스테롤 저하 약물, 표준 용량의 절반에 혈압을 낮추는 3 가지 약물 및 엽산을 함유할 것입니다.","이러한 폴리필의 성분은 아스피린, 콜레스테롤을 낮추는 스타틴, 3개의 혈압을 낮추는 약제, 엽산을 함유할 것이다.",3.2
3375,korsts_train,"그는 곧 휩쓸리거나 추위로 죽을 것이다, 라고 모리아티는 생각했다.","제방 꼭대기에서, 모리어티는 ""그는 언제라도 휩쓸리거나 추위로 죽을 것""이라고 생각했다.",3.2
3376,korsts_train,뤼드의 자네는 또한 임시정부와 미국 주도의 서부 평화유지군의 배치를 요구했다.,반군들은 또한 미국 주도의 평화유지군의 배치를 요구하고 있다.,2.5
3379,korsts_train,"검찰은 5월에 대면했고, 변호인 측에 유리한 코너 피터슨의 부검 보고서 일부가 언론에 유출된 후 부검 보고서가 개봉될 것을 요청했다.",그들은 피고측에 유리한 피터슨의 태어나지 않은 아들에 대한 부검 보고서의 일부가 언론에 유출된 후 부검 보고서가 개봉될 것을 요청했다.,2.7
3386,korsts_train,콜럼버스에 있는 포트 베닝에 본부를 둔 제3여단 전투팀을 포함한 수천명의 제3보병부대가 지난주에 복귀하기 시작했다.,콜럼버스에 있는 포트 베닝에 본부를 둔 사단의 제3여단 전투팀에서 온 수천 명의 병력이 지난 주 귀환하기 시작했고 금요일까지 비행이 계속되었다.,3.1
3387,korsts_train,이국적인 애완 동물로 판매되는 대초원 개들은 아프리카에서 수입된 감비아의 거대한 쥐에 의해 일리노이 애완 동물 가게에 감염된 것으로 추정된다.,대초원 개들은 아프리카에서 수입된 감비아 쥐를 통해 애완동물 가게에서 감염된 것으로 여겨진다.,3.1
3390,korsts_train,전 인디애나 주 대변인 프랭크 맥클로스키(64) 는 일요일 방광암과의 전투 끝에 블루밍턴에서 사망했다.,맥클로스키는 방광암과의 1년 간의 전투 끝에 일요일 오후 그의 집에서 죽었다.,2.3
3398,korsts_train,풀비오 베르겔라는 SQHell이라는 이름의 디지털 웜이 특히 독성이 강하고 시간당 8000번의 속도로 복제되었다고 말했다.,풀비오 베르겔라는 SQ 헬이라는 이름의 디지털 웜은 복제할 수 있는 능력이 매우 높으며 SQ 헬이라는 이름의 디지털 웜은 이탈리아 포스트 컴퓨터 네트워크를 늦추고 일부 컴퓨터를 작동하지 못하게 만들고 있다고 말했다.,1.9
3399,korsts_train,잉고 코버는 20년이나 30년 전보다 지금 지적 재산권에 더 큰 관심이 있다고 말했다.,잉고 코버는 일부 국가들은 다른 나라들보다 더 강력한 지적 재산권을 가지고 있다고 말했다.,2.0
3404,korsts_train,센터는 2008년 8월에 운영될 것이다.,센터는 2009년에 공식적으로 문을 열 것이다.,2.9
3406,korsts_train,지역 및 국제 비확산 문제는 대화와 협상을 통해 다루어져야 한다.,두 번째 제안은 지역 및 국제 비확산 문제를 대화와 협상을 통해 해결해야 한다는 것이었다.,3.0
3407,korsts_train,최근 반정부 저항세력에 의한 공격이 증가하면서 아프가니스탄에서 폭탄 테러가 발생했다.,아프가니스탄에서 폭탄 테러가 발생했지만 경찰은 아직 누가 책임이 있는지 밝히지 않았다.,2.0
3408,korsts_train,지난 주 말 조지아에 대한 러시아의 군사 공격에 따라 조지아 정부 웹사이트들이 강렬한 사이버 공격을 받고 있다.,사이버 공격은 지난 주 말 조지아에 대한 러시아의 군사 공격에 따른 것이다.,3.1
3412,korsts_train,보도에 따르면 시리아 정부는 공격당한 장소에 핵 시설을 숨기고 있었다.,유엔 전문가들은 시리아 정부가 공격당한 장소에 핵 시설을 은폐하고 있다는 보도를 분석하기 시작했다.,2.7
3413,korsts_train,이 약은 얼음이나 샤부로도 알려져 있다.,메탐페타민은 얼음으로도 알려져 있다.,2.0
3414,korsts_train,"소규모 무기와 경무기로 불법 거래를 끝내기 위한 국가, 지역 및 국제 노력.",세계 공동체는 소형 무기와 경무기의 불법 거래를 종식시키기 위해 협력해야 한다.,3.1
3416,korsts_train,러시아 관리들은 개정된 조약의 비준을 논의하기 위해 유럽 조약의 재래식 세력에 관한 회의를 요구했다.,안토노프는 유럽 조약에서 재래식 세력에 관한 회의 전날에 말했다.,1.9
3420,korsts_train,나토는 러시아가 CFE에 참여를 중단하기로 한 결정을 후회한다.,러시아가 CFE에 참여를 중단하기로 한 결정은 잘못된 방향으로 나아가는 한 걸음이다.,2.3
3422,korsts_train,Nikolai N. Urakov 장군은 전화로 응용 미생물학의 주 과학 센터는 비상 사태시 상당히 신뢰할 수 있는 보호 시스템을 가지고 있다고 말했습니다.,Nikolai N. Urakov 장군은 응용 미생물학의 주 과학 센터의 오랜 책임자입니다.,2.0
3423,korsts_train,알스톰은 계약을 위해 일본과 독일 국가들과 경쟁하고 있다.,알스톰은 일본 회사 신칸센과 독일 회사 얼음과 계약을 맺기 위해 경쟁하고 있다.,2.9
3424,korsts_train,"이 법안은 일본의 가장 최근의 노력으로, 엄격하게 통제된 군대에 더 많은 자유를 부여하고, 우주의 군사적 사용 금지를 뒤집을 것이다.",이 법안은 기술적으로 자위대라고 알려진 엄격하게 통제된 군대에 더 많은 자유를 부여하기 위한 일본의 가장 최근의 노력이다.,2.7
3426,korsts_train,러시아는 중동에 있는 4중주단의 일원이다.,러시아는 NSG의 일원이다.,2.4
3427,korsts_train,아나톨리 소콜로프는 소련이 모스크바를 중심으로 135 미사일 방어 시스템을 구축한 것은 쓸모없고 비효율적이라고 발표했다.,모스크바 주변에서 소련이 구축한 135 미사일 방어 시스템은 쓸모없고 비효율적이다.,3.0
3429,korsts_train,비확산 의무를 준수하면 상호 신뢰가 높아지고 원자력 분야에서 국제 협력을 촉진할 수 있습니다.,장얀은 모든 국가가 상호 신뢰를 높이고 원자력에서 국제 협력을 위한 건전한 환경을 조성하기 위해 비확산 의무를 준수해야 한다고 말했다.,2.6
3430,korsts_train,프랑스 에너지 및 운송 회사 알스톰은 베이징과 상하이 사이에 고속철도 연결을 구축하는 계약을 체결할 수 있다.,알스톰은 베이징과 상하이 사이에 고속철도를 건설하는 계약을 체결할 수도 있다.,3.1
3432,korsts_train,"국제 원자력 기구는 이란 관리들과 합의를 맺었는데, 이란의 핵 프로그램과 활동에 관한 남은 문제와 모호성은 없다고 말했다.",이 협정은 이란의 핵 프로그램과 활동에 관한 남은 문제와 모호함이 없다고 말했다.,2.8
3434,korsts_train,"러시아는 2004년에 개정된 조약을 비준했지만, 미국과 다른 나토 회원국들은 모스크바가 먼저 조지아와 몰도바의 분리주의 지역인 트랜스 디니스터에서 군대를 철수시키는 의무를 이행해야 한다고 주장하며 그렇게 하는 것을 거부했다.",러시아는 개정된 버전을 비준했지만 미국과 다른 나토 회원국들은 러시아 정부가 구 소련의 몰도바와 조지아 공화국에서 군대를 철수시킬 때까지 그렇게 하지 않았다.,2.7
3435,korsts_train,반란으로 인한 피해의 정도에 대해서는 상반된 의견이 있다.,폭력은 반군 단체들이 겪는 피해의 정도에 대한 상반된 의견에도 불구하고 계속되고 있다.,2.7
3438,korsts_train,체포된 사람들 중 2명이 석방되었다.,체포된 잠비아인 중 2명은 청소년이다.,2.2
3441,korsts_train,OSCE 회의는 이틀 동안 계속되었다.,OSCE 회의는 마드리드에서 열렸다.,2.5
3443,korsts_train,"이란은 이 프로그램이 오직 ""세대""와 같은 평화로운 추구만을 목표로 하고 있다고 주장한다",이란은 핵 프로그램이 평화적인 목적을 위한 것이라고 주장한다,2.7
3452,korsts_train,한국과 이스라엘은 대량살상무기와 군비경쟁의 확산에 반대한다.,중국은 대량 파괴 무기의 확산에 단호히 반대할 것이다.,2.5
3453,korsts_train,카다피는 미국과 영국의 핵 군축에 대한 리비아의 보상 실패는 이란과 북한이 무장해제를 하지 못하게 할 것이라고 경고한다.,서방 국가들의 리비아에 대한 충분한 보상 실패는 이란과 북한이 무장해제를 하지 못하게 할 것이다.,3.2
3455,korsts_train,"30명의 전문가로 구성된 직원이 사이버전에 대한 연구와 훈련을 실시하고, 향후 어떠한 사이버 공격에도 대응할 수 있도록 나토 회원들을 도울 준비가 될 것이다.",30명의 전문가로 구성된 직원들이 사이버전에 대한 연구와 훈련을 실시할 것이다.,2.0
3458,korsts_train,중국은 대량 파괴 무기의 전달 수단에 단호히 반대할 것이다.,중국은 항상 대량살상무기의 확산에 반대해왔다.,3.1
3459,korsts_train,중국의 질서가 붕괴되면 심각한 세계적 혼란이 초래될 것이다.,중국에서의 질서의 붕괴는 아프가니스탄이나 유고슬라비아보다 더 나쁠 것이다.,1.9
3460,korsts_train,북한은 핵 야망을 주장했고 현재 북한은 일본을 겨냥한 미사일을 보유하고 있는 것으로 알려졌다.,"북한은 핵 야망을 자랑했고, 북한은 현재 미사일을 훈련시킨 것으로 보도되고 있다",3.1
3464,korsts_train,무장 충돌에서 이란 경찰은 마약 밀매 혐의자 4명을 살해하고 2명을 체포하며 아편과 모르핀을 거의 5 미터 톤 탈취했다.,"이란 남동부의 무장 충돌 동안, 경찰은 아편과 모르핀 5톤(5.5톤)을 거의 5톤(약 5.5톤) 압수했다.",2.4
3467,korsts_train,중국은 북한의 가장 가까운 동맹국이다.,북한은 은둔 국가이다.,1.8
3469,korsts_train,고프는 이것이 세계 안보에 큰 위협이 된다고 말했다.,그것은 세계 안보에 큰 위협이 된다.,3.2
3471,korsts_train,활동가들은 러시아가 불법 행위의 증거 없이 사람들을 투옥하고 있다고 말했다.,러시아는 불법 행위의 증거 없이 사람들을 투옥한다.,3.2
3472,korsts_train,극단주의 단체들을 억제하는 것은 그 단체들이 어떻게 자금을 조달하고 있는지 때문에 점점 더 어려워지고 있다.,"브루기에르는 ""특히 유럽 전역의 극단주의 단체들을 제지하는 것은 그 단체들이 어떻게 자금을 조달하고 있는지 때문에 점점 더 어려워지고 있다""고 말했다.",3.0
