index,guid,source,sentence1,sentence2,labels.label,new_label
4432,klue-sts-v1_train_04432,paraKQC-sampled,저와 약속하신 거 어기지 마십시오.,광복절이니까 바깥으로 싸돌아다니지 말고 집에서 가만히 쉬라고.,0,0
4433,klue-sts-v1_train_04433,paraKQC-para,황사 오면 밖 말고 실내에 있을거지?,황사 오면 바깥말고 실내 공간에 있으렴.,3.6,3.6
4434,klue-sts-v1_train_04434,policy-sampled,비전세미콘은 2호점을 기점으로 내년에 국내 주요 도시에 8개 매장을 추가 오픈할 예정이다.,특히 점검시간은 학생들이 몰릴 것으로 예상되는 오후 5시 이후 야간에 불시 점검을 실시할 예정이다.,0.2,0.2
4435,klue-sts-v1_train_04435,paraKQC-sampled,내일 반포 고수부지 자외선 지수는?,열대야에는 과음하지 않도록.,0,0
4436,klue-sts-v1_train_04436,airbnb-sampled,"이모가 독실한 카톨릭 신자시라 적은 거리로 바티칸을 두번 갈 수 있었구요,",지하철이랑 버스로 웬만한 곳은 다 갈 수 있었어요.,0.3,0.3
4437,klue-sts-v1_train_04437,airbnb-sampled,이스탄불 전체가 언덕을 오르 내리는게 많아요,아 그리고 옷이나 다른 것들을 넣을 수있는 서랍도 많아요.,0.2,0.2
4438,klue-sts-v1_train_04438,airbnb-sampled,호스트가 정말로다가 정말로다가 착하고 친절합니다.,그리고 호스트가 정말 착하고 친절해요.,4.4,4.4
4439,klue-sts-v1_train_04439,paraKQC-para,이번 년도는 열대야가 며칠이나 갈까?,며칠입니까? 올해의 열대야는.,3.7,3.7
4440,klue-sts-v1_train_04440,airbnb-rtt,마당에 있는 수영장이 특히 만족스럽습니다.,마당에 있는 수영장은 특히 만족스러워요.,4.8,4.8
4441,klue-sts-v1_train_04441,paraKQC-para,내년에 라니냐가 생길까? 아니면 엘니뇨가 생길까?,내년에 라니냐가 생길지 엘니뇨가 생길지 찾아줘.,3.8,3.8
4442,klue-sts-v1_train_04442,airbnb-sampled,그리고 가격 대비  호스텔이 조금 안 좋아요,로마 시내의 시끄러운 숙소 보다는 가격 대비 시설이 훨씬 좋은 것 같아요.,0.7,0.7
4443,klue-sts-v1_train_04443,airbnb-sampled,"맛있는 간식과 과일, 음료가 있어 행복합니다.",맛있는 빵집과 가게들이 있어 생활하기에 너무 편리합니다.,1.2,1.2
4445,klue-sts-v1_train_04445,policy-rtt,성남 BRT는 구도심의 주요도로인 산성대로의 버스서비스를 고급화하고 지하철(분당선·8호선)과 주요 간선도로(성남대로)와의 연결성을 높인다.,성남 BRT는 버스 서비스를 구도심 주요 도로인 산성대로로 업그레이드하고 지하철(분당선 8호선)과 주요 고속도로(성남대로)와의 연결성을 높일 예정입니다.,4,4
4446,klue-sts-v1_train_04446,paraKQC-para,지진 시에는 건물 안에 있지 말아라.,지진 시에는 건물 안에 있으면 안됩니다.,3.7,3.7
4447,klue-sts-v1_train_04447,airbnb-sampled,어른들과 아이들과 함께하는 여행에 아주 적합한 숙소였습니다.,아이들과 함께 하는 여행에서 최고의 숙소였습니다.,3.7,3.7
4448,klue-sts-v1_train_04448,airbnb-sampled,에펠탑이 근처라 다른 곳보다 밤에 밝은 편입니다.,아파트가 5층이라 뷰도 꽤 좋은 편입니다.,0,0
4449,klue-sts-v1_train_04449,airbnb-sampled,한국채널 계속 찾다가 386번부터 415번까지예요,체크인부터 마지막 체크아웃까지 감사했습니다.,0,0
4450,klue-sts-v1_train_04450,policy-rtt,민간분야에서는 IT 활용 직무에 청년들이 일할 수 있는 디지털 일자리 5만개를 만들어 제공한다.,"민간 부문에서는 50,000개의 디지털 일자리가 만들어지고 젊은이들이 IT 지원 일자리에서 일할 수 있도록 제공됩니다.",3.8,3.8
4451,klue-sts-v1_train_04451,paraKQC-sampled,언제가 올해 월드컵의 개회식이더라?,만나기로 한 곳이 어디로 바뀌었죠?,0,0
4452,klue-sts-v1_train_04452,airbnb-sampled,인접한 해변은 한가하여 여유가 넘친다.,주인분이 한국분이셔서 한국인들은 의사소통 하기가 편합니다.,0,0
4453,klue-sts-v1_train_04453,paraKQC-para,내일과 모레 중에서 저녁약속을 언제로 잡으셨습니까?,저녁약속이 있는 날이 내일이랑 모레 중 언제였지?,4,4
4454,klue-sts-v1_train_04454,airbnb-sampled,그것 보다는 냉장고가 없는게 가장 아쉬웠습니다.,다만 냉장고가 없는게 조금 아쉬었습니다.,4.2,4.2
4455,klue-sts-v1_train_04455,paraKQC-sampled,열대야에는 밤 새지 말고 충분한 수면을 취하기를 권합니다.,습도가 어떻습니까? 오늘 관악구는.,0,0
4456,klue-sts-v1_train_04456,airbnb-sampled,컵 하나 하나 전부 소독 하시더라구요.,다른 후기들 처럼 정말 정말 친절하시더라구요.,0,0
4457,klue-sts-v1_train_04457,policy-rtt,우리동네살리기 사업은 도시재생뉴딜사업 중 하나로써 소규모 ‘동네 단위’로 추진되는 사업이다.,우리 동네 절약 프로젝트는 소규모의 '마을 단위'로 진행될 도시재생 뉴딜 프로젝트 중 하나입니다.,3.2,3.2
4458,klue-sts-v1_train_04458,airbnb-rtt,그런데 이 모든걸 다 커버하는게 창문으로 보이는 뷰와 위치입니다,하지만 이 모든 것은 시야와 위치에 의해 가려집니다.,1.2,1.2
4459,klue-sts-v1_train_04459,paraKQC-sampled,아침에 안개가 낄지 맑을지 알려주겠나?,추위에는 손발 내놓으시면 안됩니다.,0,0
4460,klue-sts-v1_train_04460,airbnb-sampled,"다만, 7시 30분에 종료를 해서 좀 아쉽기는 합니다.",나리타 공항으로 오시는분들은 아사쿠사에 숙소를 잡는걸 추천합니다,0,0
4461,klue-sts-v1_train_04461,policy-sampled,주민과 함께 미세플라스틱 문제를 해결한 한국환경공단의 사업이 정부혁신 우수사례 통합 경진대회에서 대상을 수상했다.,"서울 마포구에 위치한 ㈜디노마드는 현재 청년 디지털 일자리 사업으로 25명의 청년을, 청년 일경험 지원사업으로 7명을 채용했다.",0,0
4462,klue-sts-v1_train_04462,policy-sampled,"동원훈련에 참가한 예비군들에게 3만 2000원의 보상비를 지급했으나, 올해부터는 4만 2000원으로 보상비가 인상된다.",수소경제 확대를 위해 전력시장에 수소경제의 핵심축인 수소연료전지로 생산한 전력의 일정량 구매를 의무화하는 제도가 도입된다.,0,0
4463,klue-sts-v1_train_04463,policy-sampled,"인공지능 등 스마트공장 고도화 전문인력 1만 5000명 양성을 위해 중소기업계약학과, 인공지능 교육프로그램을 신설하는 등 체계적으로 추진한다.","이를 위해 교육 방식을 카카오메이커스, 쿠팡 등 IT플랫폼 기업과 연계, 디지털 역량 교육, 코칭 프로그램 및 입점을 지원하는 온-오프라인을 복합한 형태로 확대한다.",0.1,0.1
4464,klue-sts-v1_train_04464,airbnb-rtt,어느하나 빠질거 없이 너무 좋은 숙소 였습니다.,정말 좋은 숙소였어요.,2.5,3
4465,klue-sts-v1_train_04465,airbnb-rtt,번화가임에도 고층이라 소음 등의 이슈는 없는 편입니다.,시내인데도 고층 건물이라 소음 같은 건 없어요.,3.2,3.2
4466,klue-sts-v1_train_04466,policy-rtt,"정부의 목표는 단지, 인공지능 기술력 1등 국가가 아니라 인공지능으로 국민 모두 행복한 나라가 되는 것입니다.","정부의 목표는 단지 인공지능 기술의 최고 국가가 되는 것이 아니라, 모든 사람들이 인공지능으로 행복한 나라가 되는 것입니다.",3.8,3.8
4467,klue-sts-v1_train_04467,airbnb-rtt,위치는 두오모성당까지 걸어서 8분거리예요!,두오모 성당까지는 걸어서 8분 거리입니다!,4.5,4.5
4468,klue-sts-v1_train_04468,airbnb-rtt,그리고 집앞에 28번 트램도 바로 탈 수 있어요.,그리고 집 바로 앞에서 28호 전차를 탈 수 있습니다.,4.3,4.3
4469,klue-sts-v1_train_04469,airbnb-rtt,"가격, 위치, 편리함, 친절도 모두 만족스러웠습니다.","가격, 위치, 편리함, 친절함 모두 만족스러웠습니다.",5,5
4470,klue-sts-v1_train_04470,airbnb-sampled,동방명주는 안보이지만 건물들이 멋집니다.,옥탑방이고 옥상테라스에서 바라보는 전경이 멋집니다.,0.7,0.7
4471,klue-sts-v1_train_04471,paraKQC-para,당신이 지금 예능이랑 드라마 중에 고르라면 뭘 보겠어요?,지금 네가 볼만하다고 생각하는게 예능이야 드라마야?,3,3
4472,klue-sts-v1_train_04472,paraKQC-para,친구 만나는 요일은 언제인가?,친구 만나는 날이 무슨 요일이야?,4,4
4473,klue-sts-v1_train_04473,paraKQC-para,카카오톡 계정은 네이버 메일 말고 지메일 계정으로 연동해주세요.,카카오톡은 학교 메일 말고 지메일과 연동해주시기 바랍니다.,3.1,3.1
4474,klue-sts-v1_train_04474,paraKQC-sampled,삼월에 받은 메일들은 지우지 말아줘,학회에서 보내는 메일은 휴지통에 들어가있었니 스팸 메일함에 들어가있었니?,0.7,0.7
4475,klue-sts-v1_train_04475,airbnb-rtt,바티칸 성당 바로 맞은 편이고 지하철 버스 모두 이용이 편리해요!,바티칸 대성당 바로 건너편에 있고 모든 지하철 버스가 편리해요!,4.1,4.1
4476,klue-sts-v1_train_04476,airbnb-rtt,매우 세심하고 정성스러운 호스트입니다.,이것은 매우 조심스럽고 성실한 주인입니다.,3.3,3.3
4479,klue-sts-v1_train_04479,airbnb-sampled,문의에 대한 답변도 빠르시고 위치도 정말 최고에요.,호스트 또한 문의에 대한 답변이 빠르고 정말정말 친절해요!,2.6,2.6
4480,klue-sts-v1_train_04480,airbnb-rtt,진짜 너무너무 완벽한 숙소 고민중이라면 무조건 여기서 숙박하세요!,"완벽한 숙소를 생각하고 있다면, 꼭 여기에 머무르세요!",3.3,3.3
4481,klue-sts-v1_train_04481,paraKQC-para,어제 입은 비옷 색깔 알려줘.,비옷은 색깔을 무엇이었습니까? 어제 입었던.,4.3,4.3
4482,klue-sts-v1_train_04482,airbnb-sampled,버스티켓은 숙소앞 타바키나 버스기사한테 사도 되구요.,말라가에서 좋은 추억을 남기게 된 숙소입니다.,0.2,0.2
4483,klue-sts-v1_train_04483,paraKQC-sampled,약속장소가 어디로 변경되었는지 알려주십시오.,다음에는 약속 일정 변경을 급하게 얘기하지 마시고 미리미리 해주셨으면 합니다.,1.3,1.3
4484,klue-sts-v1_train_04484,airbnb-sampled,한국 분들에게 도움이 되기 위해 한국어로 후기 남겨요.,다른 한국인들이 이용했으면 하는 바람에 한국어로 후기 남길게요.,3,3
4485,klue-sts-v1_train_04485,airbnb-rtt,구시가지 등 여러 명소들 둘러보기에 완벽한 위치에 있습니다.,그것은 오래된 도시 지역과 같은 다양한 명소를 둘러볼 수 있는 완벽한 위치에 있습니다.,3.6,3.6
4486,klue-sts-v1_train_04486,paraKQC-para,학회에 게재할지 말지 메일로 어떻게 공지해야해?,학회에 게재 여부를 메일로 공지할 때 어떻게 해야해?,4.3,4.3
4487,klue-sts-v1_train_04487,airbnb-rtt,프리맨틀에 묵는다면 추천하는 숙소입니다!,프리맨틀에 머무르고 있다면 이곳을 추천해요!,3.6,3.6
4488,klue-sts-v1_train_04488,paraKQC-para,내일 모이는 동호회 몇 시로 예정되어 있어?,몇 시에 내일 동호회 모임이 열리기로 했나요?,4,4
4489,klue-sts-v1_train_04489,airbnb-rtt,이 곳을 가게 될 모두에게 추천합니다!,저는 이곳을 갈 모든 사람들에게 추천합니다!,4.2,4.2
4490,klue-sts-v1_train_04490,paraKQC-sampled,로봇청소기를 이용해서 안방 청소하는 방법은 뭐야?,에어컨 풍향을 바꾸려면 뭐라고 해,0,0
4491,klue-sts-v1_train_04491,paraKQC-para,저녁에는 안방은 필요없고 베란다 조명을 켜두는게 좋겠어,매일 아침에는 필요없으니까 저녁때는 베란다에 불을 켜놔,2.9,2.5
4492,klue-sts-v1_train_04492,paraKQC-para,비는 어떤 지역에서 가장 많이 옵니까?,비가 최고로 많이 오는 지역이 어디야?,4,4
4493,klue-sts-v1_train_04493,policy-sampled,"SP, 무디스, 피치 등 3대 평가기관이 올해 들어 국가신용등급이나 전망을 하향 조정한 나라가 109개국이나 됩니다.","현재 중국, 칠레, 인도네시아, 일본 등 주요 한류국을 포함한 총 31개국이 가입했다.",0.5,0.5
4494,klue-sts-v1_train_04494,airbnb-rtt,"난방, 온수, 기타 설비 모두 훌륭했습니다","난방, 온수, 그리고 다른 장비들은 모두 훌륭했습니다.",4.3,4.3
4495,klue-sts-v1_train_04495,airbnb-sampled,다시 피렌체에 들러도 꼭 이곳에 방문할 생각입니다.,다시 와도 꼭 여기 이용할 생각입니다.,2,2
4496,klue-sts-v1_train_04496,paraKQC-sampled,친구는 여행 갈 수 있는 날짜가 언제니?,"식사 전이 운동하기에 더 편한신가요, 식사 후가 더 편하신가요?",0,0
4497,klue-sts-v1_train_04497,airbnb-rtt,밤에 다시 역으로 가는게 은근 번거롭습니다.,밤에 역으로 돌아가는 것은 좀 번거롭습니다.,4.5,4.5
4498,klue-sts-v1_train_04498,paraKQC-sampled,저녁말고 아침에 집안 환기 안하면 큰일나,네가 시간 떼울 때 보는 오락프로그램으로 검색해볼께,0,0
4499,klue-sts-v1_train_04499,airbnb-sampled,호스트 또한 굉장히 친절하고 젠틀남입니다.,호스트가 굉장히 친절하고 피드백도 빠릅니다.,2.3,2.3
4500,klue-sts-v1_train_04500,paraKQC-sampled,집안 조명 개수 늘리지마,로봇 청소기 돌리는 방법이 뭐야?,0,0
4501,klue-sts-v1_train_04501,airbnb-rtt,"덕분에 어느 하나도 어려움이 없었고, 더욱이 언제 한 번은 게스트분들과 함께 파티를 여십니다.","덕분에 아무런 어려움도 없었고, 언젠가 손님들과 함께 파티를 할 것입니다.",3.4,3.4
4502,klue-sts-v1_train_04502,paraKQC-sampled,와디즈와 텀블벅에서 오는 광고메일의 차이점이 뭐에요?,농협카드 청구서 오는거 메일로 받지마,0.4,0.4
4503,klue-sts-v1_train_04503,paraKQC-sampled,만약에 회사 상사와 약속이라면 지각하지 말고 먼저 나가 있도록 해요.,오늘 알람 몇 회 설정되어 있는지 알아?,0,0
4504,klue-sts-v1_train_04504,airbnb-sampled,난방이 아주 잘되어 쌀쌀한 날씨에 묵기 좋은 곳입니다.,무엇보다 집전체에 에어컨이 있어 여름에 머무르기 좋은 숙소예요.,0.7,0.7
4505,klue-sts-v1_train_04505,paraKQC-sampled,한파에 외출과 집에 있는 것 둘 중 뭘 고를거야? 너는.,태국 현지 날씨 알려줘.,0,0
4506,klue-sts-v1_train_04506,airbnb-sampled,사진에서 보는 거랑 시설 똑같고 굉장히 청경해요.,아파트는 사진에서 보이는 모습과 똑같습니다.,2.6,2.6
4507,klue-sts-v1_train_04507,paraKQC-sampled,태풍의 개수를 알려주세요. 작년 기준 한국에 온 개수만.,몇 도 기준으로 열대야라고 하나?,0,0
4508,klue-sts-v1_train_04508,policy-rtt,타자 게임으로 자연스럽게 배우는 온라인 소통 태도,타이핑 게임을 통해 자연스럽게 배울 수 있는 온라인 커뮤니케이션 태도입니다.,2.9,3.5
4509,klue-sts-v1_train_04509,paraKQC-sampled,학교에서 어제 온 메일 제목이 궁금해,한메일 계정은 새로 만들지 말고 기존에 있던 한메일 계정도 지워줘,0.6,0.6
4510,klue-sts-v1_train_04510,paraKQC-sampled,땡볕 아래 일할 때는 잊지 말고 충분한 휴식을 취해.,비 올 때는 잘 젖는 옷 입지마.,0.2,0.2
4511,klue-sts-v1_train_04511,airbnb-sampled,숙소 아주 깨끗하고 호스트도 너무 친절하십니다.,숙소 내부도 깨끗하고 호스트도 친절합니다.,4.4,4.4
4512,klue-sts-v1_train_04512,paraKQC-sampled,티몬이 설정해둔 메일 암호 좀 알려줘,카카오톡을 사용할 때 메일을 연동할 수 있는데 지메일이랑은 하지마,0.5,0.5
4513,klue-sts-v1_train_04513,paraKQC-para,가스레인지 사용하면 안 된다고 경고했어,가스레인지 쓰면 안돼,3.4,3.4
4514,klue-sts-v1_train_04514,airbnb-sampled,"흑임자 , 피스타치오맛 꼭 드셔보세요.",아침에도 일찍일어나서 꼭 일출 보세요.,0,0
4515,klue-sts-v1_train_04515,paraKQC-para,다른 업무 말고 메일 관리는 윈도우 설치 후 하시기 바랍니다.,윈도우 설치한 다음에 다른 사람한테 시키지 말고 직접 메일 관리해,2.7,2.7
4516,klue-sts-v1_train_04516,policy-sampled,지난 7월 한국 대법원의 강제징용 판결에 대한 보복 조치에서 시작된 일본 수출 규제는 국내 기업에 큰 파장을 불러일으켰다.,"한국의 보건의료(K보건의료)가 세계에서 주목받는 가운데, 최근 10년간 국내 의료기기 분야에서의 특허출원이 큰 폭으로 증가한 것으로 나타났다.",0,0
4517,klue-sts-v1_train_04517,airbnb-sampled,무엇보다 맨해튼 시내까지 지하철로 한 번에 갈 수 있는게 가장 큰 장점이에요!,다른 게스트들과 대화할 수 있는 게 큰 장점이에요.,0.7,0.7
4518,klue-sts-v1_train_04518,airbnb-sampled,다음 여행부턴 호텔로만 예약하기로 결심한 계기가 됐습니다.,다른 도시로 이동하기가 너무 아쉬울 정도였습니다.,0.2,0.2
4519,klue-sts-v1_train_04519,paraKQC-para,네이버는 최대 얼마동안 메일을 받은편지함에 저장해주나요?,최대 얼마나 되는 기간동안 네이버 메일을 받은 편지함에 저장 가능한가요?,3.8,3.8
4520,klue-sts-v1_train_04520,airbnb-rtt,집주인이 집안 인테리어에 신경을 많이 쓴듯 싶습니다.,집주인이 집 인테리어에 신경을 많이 쓴 것 같아요.,4.5,4.5
4521,klue-sts-v1_train_04521,policy-rtt,결국 배달앱 업체는 이익을 얻고 소비자와 소상공인은 피해를 부담하는 상황인 것입니다.,"결국, 배달 앱 회사들은 이익을 내고 소비자와 소기업 소유주들은 피해에 대한 보상을 하고 있습니다.",3.5,3.5
4522,klue-sts-v1_train_04522,paraKQC-sampled,아침에 산책을 가실지 오후에 가실지 알고 계십니까?,거래처 사람들 만날 때 늦었다간 회사에서 가만 안 둘 테니 늦지 마십시오.,0,0
4523,klue-sts-v1_train_04523,airbnb-rtt,불편한 부분이 하나도 없었던 최고의 숙소였습니다.,불편함이 없는 최고의 숙소였습니다.,4.2,4.2
4524,klue-sts-v1_train_04524,paraKQC-para,그 친구 결혼기념일이 언제인지 말해 보게.,언제가 그 친구분 결혼기념일입니까?,3.8,3.8
4525,klue-sts-v1_train_04525,paraKQC-para,약속 시간이 언제로 바뀌었더라?,바뀐 약속 시간 좀 언제인지 알려줘.,3.9,3.9
4526,klue-sts-v1_train_04526,policy-rtt,"② 확진환자의 증상발생 기간 중 확진환자와 밀접하게 접촉한 후 14일 이내에 발열 또는 호흡기증상(기침, 인후통 등)이 나타난 자","fif 확진환자의 증상중 확진환자와 밀접하게 접촉한 후 14일 이내에 발열 또는 호흡기 증상(기침, 인후염 등)을 경험하는 사람",3.8,3.8
4527,klue-sts-v1_train_04527,paraKQC-sampled,올해 첫눈이 올 예정인 예상 날짜가 있을까?,포항에서 일어난 지진의 규모가 궁금합니다.,0,0
4528,klue-sts-v1_train_04528,airbnb-rtt,4명정도 숙박하기에 참 좋은 장소였습니다.,그곳은 약 4명이 머물기에 좋은 장소였습니다.,4.6,4.6
4529,klue-sts-v1_train_04529,airbnb-rtt,숙소에서 보는 뷰는 다른 전망대가 필요없을 정도였어요!,숙소에서 보는 전망이 너무 좋아서 다른 전망대는 필요 없었어요!,2.7,3.5
4530,klue-sts-v1_train_04530,airbnb-sampled,피렌체 주요 관광 지역이랑 거리가 상당히 가깝다.,숙소 바로 앞 중앙역 방면 버스가 있다,0,0
4531,klue-sts-v1_train_04531,airbnb-rtt,위치는 시먼딩역 까르푸 삼미식당에서 무척 가까웠어요,위치는 시멘딩 역의 까르푸 삼미 레스토랑과 매우 가까웠습니다.,4.3,4.3
4532,klue-sts-v1_train_04532,paraKQC-para,날씨가 영하일 때는 장갑 꼭 낄거지? 그냥 나가는건 안돼.,영하의 추운 날씨에는 장갑 잊지 말고 꼭 끼렴.,3.5,3.5
4533,klue-sts-v1_train_04533,airbnb-rtt,외부 화장실도 아이가 이용하기엔 어려움이 있네요.,아이가 외부 화장실을 이용하는 것은 어렵습니다.,3.7,3.7
4534,klue-sts-v1_train_04534,policy-sampled,수소법에는 생산-운송-저장-활용 등 수소 가치사슬 전반에 대한 글로벌 수준의 안전 관리 체계를 구축하는 방안을 담았다.,"지역에 대한 문제의식과 전략, 사업 전체를 관통하는 문화의 일상화라는 철학과 함께 예술, 일상, 주민 간의 섬세한 연계 방안을 높이 평가받았다.",0.1,0.1
4535,klue-sts-v1_train_04535,airbnb-rtt,한국분들 이곳 숙소 예약하시기전에 한번더생각해주세요.,한국인은 여기서 예약하기 전에 한 번 더 생각해 보세요.,4.3,4.3
4536,klue-sts-v1_train_04536,paraKQC-para,뜨거운물말고 찬물로 세탁하고 더운물로 헹구는게 어때?,뜨거운물말고 찬물로 세탁하고 더운물로 헹궈야될 것 같지 않아?,3.3,3.3
4537,klue-sts-v1_train_04537,airbnb-sampled,타이베이메인역과 가깝고 찾아가기 쉬워요,역과 아주 가깝고 지내기 편한 지역입니다.,2,2
4539,klue-sts-v1_train_04539,policy-sampled,"기존에는 섬과 접경지역 등 환경이 열악한 곳에만 주어졌던 직불금을 경영 이양, 수산자원 보호, 친환경수산물 생산을 포함한 총 4개 분야로 확대 지급하는 것이다.","서울과 경기를 제외한 농협 하나로마트에는 일일 55만장, 점포당 300장을 공급할 예정이다.",0,0
4540,klue-sts-v1_train_04540,policy-rtt,또한 신청자 편의를 위해 반기 근로장려금을 신청하는 경우 해당 소득세 과세기간의 자녀장려금을 신청한 것으로 간주한다.,"또한, 신청인의 편의를 위하여 반기별 근로장려금을 신청할 때에는 해당 소득세 과세기간 중 아동보조금을 신청한 것으로 봅니다.",3.7,3.7
4541,klue-sts-v1_train_04541,paraKQC-para,농협카드랑 신한카드 중 청구서를 메일로 보내도록 해둔 카드사는?,농협이랑 신한 중 청구서를 달마다 메일로 보내게 해둔 곳이 어디지?,4,4
4542,klue-sts-v1_train_04542,paraKQC-sampled,에어컨 바람 쐴때 직접 쐬지마,취침할 때 선풍기 시간 조절하는 방법이 뭐야?,0,0
4543,klue-sts-v1_train_04543,airbnb-rtt,어찌된게 4인실보다 2인실이 더 넓었다.,"어쩐지, 2인용 방이 4인용 방보다 더 컸어요.",4.3,4.3
4544,klue-sts-v1_train_04544,paraKQC-para,메일 주소에 기입 못하는게 별표인지 느낌표인지 알려줘,별표랑 느낌표 중에 메일 주소에 사용할 수 없는게 뭐지?,3.9,3.9
4545,klue-sts-v1_train_04545,paraKQC-para,눈 올 때 등산하지말도록.,등산금지야. 눈 올 땐,4,4
4546,klue-sts-v1_train_04546,airbnb-rtt,언젠가 다시 바셀가게 되면 또 이용할거에요!,언젠가 바젤로 돌아가면 다시 쓸 거예요!,3.5,3.5
4548,klue-sts-v1_train_04548,airbnb-rtt,집 구조는 4층과 5층이 연결된 구조인데 5층에 있는 방을 사용하는 형태다.,"그 집의 구조는 4층과 5층으로 연결되어 있고, 5층에 있는 방을 사용합니다.",4,4
4549,klue-sts-v1_train_04549,airbnb-sampled,한국분들 참고하시라고 한국어 후기 보탭니다,한국분들 참고하시라고 한국어로 후기 남길게요!,4.5,4.5
4550,klue-sts-v1_train_04550,policy-sampled,"신종 코로나바이러스 감염증 확진자 가운데 60세이상, 당뇨나 암, 심혈관, 폐, 신장 질환이 있는 사람은 사망률이 높다?",신종 코로나바이러스 한국 분리주의 이름은 ‘BetaCoV/Korea/KCDC03/2020’이다.,1,1
4551,klue-sts-v1_train_04551,paraKQC-sampled,저번처럼 당일에 알려주시기 보다는 약속 일정 변경은 미리미리 얘기해주시길 바랍니다.,오늘 축구 경기가 몇 시에 시작하지?,0,0
4552,klue-sts-v1_train_04552,policy-sampled,"또한 취약계층 집중 지원, 세정지원 등 위기대응책 연장, 위기 후 디지털화 등에 대비한 구조개혁, 디지털·그린뉴딜 및 포용적 성장 필요성을 강조했다.","각기 국제사회와의 경험공유와 협력강화, 세 나라 간 보건당국 협력 강화 필요성 등을 언급했다.",0.3,0.3
4553,klue-sts-v1_train_04553,airbnb-rtt,저희 가족에게는 아주 만족스러운 숙소였습니다,그것은 우리 가족에게 매우 만족스러운 숙소였습니다.,4.4,4.4
4554,klue-sts-v1_train_04554,airbnb-sampled,"큰 방안에 욕실, 냉장고, 티비, 커피포트 등 모든게 다있습니다.","건물, 집, 방, 욕실, 부엌 등 모든 곳이 깨끗했다.",1.2,1.2
4555,klue-sts-v1_train_04555,airbnb-sampled,5명이 머물렀는데 더 많은 인원도 충분할 것 같은 크기입니다.,4인이 지내도 충분할 거 같은 사이즈입니다.,1.8,1.8
4556,klue-sts-v1_train_04556,airbnb-sampled,그냥 호스트가 아니구 토론토에 친구가 한분 더 생긴 느낌입니다.,무엇보다 호스트가 정말 정말 친절하고 러블리한 분입니다.,0.9,0.9
4557,klue-sts-v1_train_04557,paraKQC-para,바다에서 놀지 말고 일기예보 청취하자.,무리하지 말고 일기예보 청취하도록. 바다에서는.,3.1,3.1
4558,klue-sts-v1_train_04558,paraKQC-para,내가 가장 많이 메일을 보낸 거래처가 어디지?,우리 거래처 중에 내가 가장 많이 메일을 보낸 곳이 어디야?,3.5,3.5
4559,klue-sts-v1_train_04559,airbnb-sampled,타이베이 101정도까지는 유모차 밀고 걸어갈만한 거리구요!,사그라다 파밀리아까지는 걸어서 10분거리구요.,0.7,0.7
4560,klue-sts-v1_train_04560,paraKQC-para,미용실 예약하기 좋은 시간이 언제야?,미용실 언제 예약하는게 좋으세요?,4,4
4561,klue-sts-v1_train_04561,airbnb-sampled,게스트하우스 구조라서 일반적인 개인실보다 훨씬 프라이버시 보장이 잘됩니다.,호스트는 아주 친절하고 연락이 잘 됩니다.,0.1,0.1
4562,klue-sts-v1_train_04562,paraKQC-para,영화가 이번달과 다음달 중 언제 개봉한다고 했지?,영화가 이번달에 개봉하는지 다음달에 개봉하는지 알고 있습니까?,3.8,3.8
4563,klue-sts-v1_train_04563,policy-rtt,전국 103개 도래지 및 인근 1529개 농가에 소독차량 561대를 투입 중이다.,전국 103개 지점과 1529개 농가에 561대의 소독 차량이 배치되고 있습니다.,3.8,3.8
4565,klue-sts-v1_train_04565,paraKQC-sampled,일인분 밥 짓는 방법 좀 알려줘,음악 들을 거면 스피커말고 헤드폰으로 듣지 그래,0,0
4566,klue-sts-v1_train_04566,airbnb-rtt,마치 우주에서 별들이 쏟아지는 느낌이었어요.,우주 밖으로 별이 쏟아지는 것 같았어요.,3.5,3.5
4567,klue-sts-v1_train_04567,airbnb-sampled,처음에는 집을 찾기 어려웠지만 사진과 비슷합니다.,처음에 찾아갈 때는 좀 찾기 힘들었습니다.,2.4,2.4
4568,klue-sts-v1_train_04568,paraKQC-para,어떤 방식으로 안 읽은 메일함에 읽음 처리를 할까?,안 읽은 메일함을 어떤 방식으로 읽었다고 할까?,3.6,3.6
4569,klue-sts-v1_train_04569,airbnb-rtt,"위치, 시설, 청결 어느것하나 빠지는게 없습니다.","위치, 시설, 청결도 등이요. 빠진 건 없어요.",3.7,3.7
4570,klue-sts-v1_train_04570,airbnb-rtt,오래 머무를 경우에는 청소상태를 다시 확인하면 좋을거에요!,"만약 당신이 오랫동안 머무른다면, 청소 상태를 다시 확인해 보는 것이 좋을 것입니다!",3.7,3.7
4571,klue-sts-v1_train_04571,policy-sampled,스튜디오 크로스컬쳐는 기존의 ‘부모사랑 효돌’ 서비스 경험을 토대로 정부의 응급안심시스템과 연계해 어르신과 보호자 모두 만족하는 복지 서비스를 구현을 목표로 한다.,정부는 내달부터 ‘부품기업 사업재편 지원단’을 가동해 산업생태계를 보호한다.,0,0
